OWNER,DAY,ADDR,ADDR_DETAIL,LAT,LON,PERSONNEL,FIELD_NAME,Teaching field name,Teaching course list name,Teaching course name,Tuition
(주)보노어학원,20130603,대구광역시 수성구 지범로1길 10,/ 1~3층 (두산동),35.82918971,128.6250482,162,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
(주)이아이이수성어학원,20200626,대구광역시 수성구 명덕로 384,/ 5층 (수성동1가),35.85432406,128.6122048,104,국제화,외국어,,실용외국어(유아/초·중·고),
0823클래스독서실,20211006,대구광역시 중구 국채보상로 582,/ 14층 01호 (남일동/ 미도빌딩),35.87067914,128.5943562,504,독서실,독서실(중),독서실(일반인)/,독서실(일반인),
100`s영어교습소,20191017,대구광역시 북구 관음동로32길 1,/ 1층 (읍내동),35.94635029,128.5466569,24,입시.검정 및 보습,보통교과,,보습,
11월의영광영어교습소,20090911,대구광역시 수성구 달구벌대로528길 3,/ 2층 (만촌동),35.85612666,128.6504606,15,입시.검정 및 보습,보통교과,고등,보습,고등:300000/ 중등:250000/ 고등:400000
1교시국어교습소,20100402,대구광역시 수성구 범어로16길 16,  2층 (범어동),35.85589632,128.6364878,7,입시.검정 및 보습,보통교과,고등,보습,
1등급고대학원,20141230,대구광역시 서구 달구벌대로337길 17,/ 2층 (내당동),35.8564644,128.5495706,112,입시.검정 및 보습,보통교과,,보습,
1등급국어논술교습소,20161128,대구광역시 달서구 용산로 160,/ 상가동 303호 (용산동/ 우방죽전타운),35.85047178,128.5315485,56,입시.검정 및 보습,보통교과,국어(중등),보습,국어(중등):170000/ 국어(고등):200000/ 국어(고등):230000/ 국어(중등):200000/ 국어(고등):250000/ 국어(고등):270000/ 국어(고등):300000
1등급수학교습소,20151214,대구광역시 북구 칠곡중앙대로 455,/ 2층 일부 (관음동),35.9363747,128.5487082,27,입시.검정 및 보습,보통교과,,보습,
1등급수학교습소,20100104,대구광역시 수성구 들안로73길 50-6,  2층 (수성동4가),35.86421565,128.6153534,8,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:150000
1등급수학학원,20160823,대구광역시 달서구 구마로39길 116,/ 2층 (성당동),35.8424834,128.5489933,104,입시.검정 및 보습,보통교과,보습/,보습,
1등급수학학원,20211202,대구광역시 북구 동화천로 245,/ 601호 (연경동),35.94265421,128.6179103,70,입시.검정 및 보습,보통교과,보습/,보습,
1등영어교습소,20101122,대구광역시 달성군 다사읍 대실역남로 34,/ 2층 (다사읍),35.85497164,128.4640096,9,입시.검정 및 보습,보통교과,초등영어,보습,초등영어:180000/ 중등영어:220000/ 고등영어:260000
1수학교습소,20191216,대구광역시 달서구 월배로 202,/ 4층 일부 (상인동),35.81802408,128.5358574,48,입시.검정 및 보습,보통교과,,보습,
1수학학원,20130207,대구광역시 달성군 유가면 테크노상업로 96,(유가면),35.69324598,128.4596932,90,입시.검정 및 보습,보통교과,보습/,보습,
1프로줄탁수학학원,20211025,대구광역시 달성군 다사읍 대실역남로 20,/ 5층 (다사읍),35.85592868,128.4640644,72,입시.검정 및 보습,보통교과,보습/,보습,
1호관고등관퍼펙트영어학원,20191219,대구광역시 달서구 월곡로 339,/ 2층 (상인동),35.82264752,128.5328002,175,입시.검정 및 보습,보통교과,보습/,보습,
1호관김동욱수학학원,20090511,대구광역시 북구 복현로 90,5층 (복현동),35.89951855,128.6220647,105,입시.검정 및 보습,보통교과,보습/,보습,
21세기무용학원,19971230,대구광역시 남구 명덕로 164-2,/ 2층 (대명동),35.85660015,128.5881225,36,예능(대),예능(중),무용/,무용,
2앤5수학교습소,20171206,대구광역시 수성구 범어로 74,/ 2층 전체 (범어동),35.85590016,128.6357005,8,입시.검정 및 보습,보통교과,중등,보습,중등:350000/ 고등:420000
2호관신화수학과학전문학원,20171221,대구광역시 북구 학정로 419,/ 3층 (동천동),35.94211228,128.563047,150,입시.검정 및 보습,보통교과,보습/,보습,
2호관진선생수학학원,20111215,대구광역시 달서구 이곡동로 63,/ 4층일부 (이곡동),35.85444738,128.5115463,140,입시.검정 및 보습,보통교과,보습/,보습,
2호관초중등관퍼펙트영어학원,20210603,대구광역시 달서구 조암남로 7,/ 4층 일부 (상인동),35.8224398,128.5321067,175,입시.검정 및 보습,보통교과,보습/,보습,
2호점소나무외국어학원,20211220,대구광역시 달성군 현풍읍 테크노상업로 50,/ 4층 405호 (현풍읍),35.692967,128.4554348,182,국제화,외국어,,실용외국어(유아/초·중·고),
3.3영어교습소,20140731,대구광역시 수성구 범어로20길 64,/ 1층 (범어동),35.85775951,128.6392831,21,입시.검정 및 보습,보통교과,,보습,중등:250000/ 고등:400000/ 문제풀이(고등):150000/ 문법(고등):100000
3030루시앤입시학원,20120403,대구광역시 북구 복현로 71,/ 402호 (복현동/ 복현블루밍브라운스톤 명문세가아파트),35.89817158,128.6221665,90,입시.검정 및 보습,보통교과,보습/,보습,
3030리즈영어교습소,20160316,대구광역시 동구 신암로18길 12,/ 2층 일부 (신암동),35.87770239,128.6121117,99,입시.검정 및 보습,보통교과,초등,보습,초등:225000/ 초등:235000/ 초등:245000/ 초등:255000/ 초등:265000/ 중등:265000/ 중등:275000/ 중등:285000/ 고등:280000/ 고등:300000/ 고등:330000
3030메이트영어교습소,20170116,대구광역시 동구 과학로13길 4,/ 1층 103호 일부 (각산동),35.88454985,128.7181336,72,입시.검정 및 보습,보통교과,초등,보습,
3030비탑영어교습소,20181204,대구광역시 수성구 청수로35길 79,(황금동/ 삼영빌딩),35.84173564,128.6314105,27,입시.검정 및 보습,보통교과,,보습,
3030에스제이(SJ)영어학원,20170414,대구광역시 동구 동호로 77,/ 4층(일부) (신서동),35.86643104,128.7253513,70,입시.검정 및 보습,보통교과,보습/,보습,
3030영어교습소,20190422,대구광역시 달서구 장기로 167,/ 223동 212호 (본리동/ 성당 래미안 이편한세상),35.84304909,128.5419008,15,입시.검정 및 보습,보통교과,,보습,
3030영어교습소,20150727,대구광역시 동구 송라로12길 33,/ 1층 일부 (신천동),35.87431945,128.621645,45,입시.검정 및 보습,보통교과,초등,보습,초등:120000/ 초등:180000/ 초등:200000/ 중등:220000/ 중등:240000
3030영어교습소,20150123,대구광역시 북구 대천로 87,/ 3층 (동천동),35.93717669,128.558817,32,입시.검정 및 보습,보통교과,영어(초),보습,
3030영어교습소,20180228,대구광역시 서구 국채보상로34길 12,/ 상가 410호 (중리동/ 중리롯데캐슬),35.86861727,128.5471212,63,입시.검정 및 보습,보통교과,파닉스,보습,
3030영어교습소,20180305,대구광역시 수성구 달구벌대로650길 29,/ 상가112동 101호 (신매동/ 신화빌라트),35.83602827,128.7101139,42,입시.검정 및 보습,보통교과,초등(주3일),보습,초등(주3일):120000/ 초등(주3일):150000/ 초등(주4일):160000/ 초등(주5일):170000/ 중등:230000/ 중등문법:280000
3030영어내당두류센터영어교습소,20220718,대구광역시 서구 달구벌대로361길 41,/ e편한세상 상가동 207호 (내당동),35.86291099,128.5610225,0,입시.검정 및 보습,보통교과,,보습,
3030영어노원러닝센터영어교습소,20190211,대구광역시 북구 노원로10길 40,/ 상가 207호 (노원동3가/ 대구노원LH천년나무),35.89097276,128.5669599,16,입시.검정 및 보습,보통교과,초등영어,보습,초등영어:180000/ 중등영어:200000
3030영어동원러닝센터영어교습소,20220531,대구광역시 수성구 동원로 57,/ 1층 (범어동),35.86407508,128.6391731,21,국제화,외국어,,실용외국어(유아/초·중·고),
3030영어서변센터영어교습소,20090817,대구광역시 북구 서변로 79,/ 2층 (서변동),35.92284266,128.5964999,18,입시.검정 및 보습,보통교과,초등영어,보습,초등영어:180000/ 중등영어:220000/ 고등영어:250000
3030영어학원,20210323,대구광역시 북구 연경중앙로 5,/ 304호 (연경동),35.94327186,128.6179977,60,입시.검정 및 보습,보통교과,,보습,
3030유쌤산격영어교습소,20130626,대구광역시 북구 동북로31길 1,(산격동),35.90002433,128.610231,30,입시.검정 및 보습,보통교과,영어초등,보습,
365내신뱅크학원,20180410,대구광역시 북구 옥산로 95-7,/ 202호 (칠성동2가),35.88505752,128.586081,18,입시.검정 및 보습,보통교과,보습/,보습,
3D프린팅아이티(IT)교육학원,20180213,대구광역시 북구 칠곡중앙대로 302,/ 4층일부 (태전동),35.9226071,128.5471498,304,직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),
3D프린팅학원,20150915,대구광역시 서구 달구벌대로 1683,/ 4층 (내당동),35.8552964,128.549625,405,직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),
4%수학학원,20190621,대구광역시 달서구 한실로6길 120,/ 201호 (대곡동),35.79691485,128.5287896,49,입시.검정 및 보습,보통교과,,보습,
4월의피아노음악교습소,20220126,대구광역시 수성구 달구벌대로669길 40,/ C동 1층 (사월동),35.83729572,128.7215328,144,예능(대),예능(중),,음악,
531수학범어2호관학원,20210511,대구광역시 수성구 달구벌대로496길 19-11,/ 2층 (범어동),35.85701448,128.6353199,72,입시.검정 및 보습,보통교과,보습/,보습,
531수학학원,20201111,대구광역시 수성구 달구벌대로492길 46,/ 2층 (범어동),35.85704713,128.6351088,72,입시.검정 및 보습,보통교과,보습/,보습,
7호광장3호프라임입시학원,20071017,대구광역시 서구 달구벌대로 1717,5층 (내당동),35.85655138,128.5530248,50,입시.검정 및 보습,보통교과,보습/,보습,
7호광장프라임입시학원,19910329,대구광역시 서구 달구벌대로 1717,/ 3/4층 (내당동/KTF),35.85655138,128.5530248,200,입시.검정 및 보습,보통교과,보습/,보습,
911연기학원,20200310,대구광역시 중구 공평로 63,/ 2층 (공평동),35.86971658,128.5999488,33,기타(대),기타(중),연극/,연극,
990어학원,20161129,대구광역시 중구 봉산문화길 66,/ 2층 3층 (봉산동),35.86297283,128.5973924,1050,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
A.P입시학원,19961126,대구광역시 수성구 지범로39길 21,  2층 3층 (범물동),35.82072166,128.6423103,20,입시.검정 및 보습,보통교과,보습/,보습,
A+수학교습소,20140319,대구광역시 수성구 만촌로24길 10,/ 2층 일부 (만촌동),35.86962813,128.641984,9,입시.검정 및 보습,보통교과,수학(초등),보습,수학(초등):150000/ 수학(중등):200000/ 수학(고등):250000
ABC애견미용학원,20160212,대구광역시 중구 공평로 3,/ 2층 (삼덕동1가),35.86438233,128.5993257,40,직업기술,일반서비스,애견미용/,애견미용,
ABC영어교습소,20050427,대구광역시 서구 서대구로62길 56-2,/ 1층 (비산동/ ABC영어교습소),35.8861622,128.5627707,28,입시.검정 및 보습,보통교과,영어(초등),보습,영어(초등):70000/ 영어(중등):100000/ 영어(고등):150000/ 영어(초등):60000/ 영어(초등):50000/ 영어(중등):70000/ 영어(중등):95000
Ability영어입시학원,20101104,대구광역시 수성구 지범로 75,  외 2필지 5층 (지산동),35.82625401,128.6300659,10,입시.검정 및 보습,보통교과,보습/,보습,
ABLE영어교습소,20150810,대구광역시 수성구 달구벌대로 3304-1,/ 상가 210동 29호 (신매동/ 사월화성파크드림),35.83524957,128.7158062,27,입시.검정 및 보습,보통교과,초등,보습,초등:190000/ 중등:220000/ 고등:250000
ACE수학교습소,20091231,대구광역시 달성군 다사읍 다사로 29-1  2층,,35.86326309,128.4599987,24,입시.검정 및 보습,보통교과,초등수학,보습,
ACE영어교습소,20160527,대구광역시 수성구 시지로 55,/ 상가1동 2층 207호 (시지동/ 고산노변타운),35.83850148,128.6954079,108,입시.검정 및 보습,보통교과,초등,보습,초등:130000/ 초등:165000/ 초등:182000/ 초등:220000/ 초등:200000/ 초등:172000/ 초등:190000/ 초등:150000/ 중등:220000/ 중등:230000/ 초등:210000/ 초등:120000
Agatha피아노교습소,20091230,대구광역시 수성구 청솔로 132,  점포 및 사무실동 1층 2호 (범어동),35.858068,128.6218313,30,예능(대),예능(중),초급,음악,초급:140000/ 초급:150000/ 중급:160000/ 중급:180000/ 고급:200000/ 고급:240000
Ahn`sEnglishGarden영어교습소,20120306,대구광역시 수성구 교학로12길 35,/ 1층 (만촌동),35.85054326,128.6499005,15,입시.검정 및 보습,보통교과,초등,보습,초등:190000/ 중등:230000/ 고등:270000
Alchemy과학교습소,20140401,대구광역시 수성구 청수로 261,/ 상가동 216호 (황금동/캐슬골드파크 4단지),35.84100066,128.6364956,10,입시.검정 및 보습,보통교과,,보습,
Andante피아노교습소,20110729,대구광역시 수성구 달구벌대로489길 61-12,  1층 (범어동),35.86041697,128.6336961,12,예능(대),예능(중),초급/ 중급,음악,초급/ 중급:100000/ 초급/ 중급:120000/ 고급:130000
APL매곡수학교습소,20191230,대구광역시 달성군 다사읍 대실역북로 66,/ 1층 일부 (다사읍),35.86255202,128.4677188,36,입시.검정 및 보습,보통교과,,보습,
APL서재수학교습소,20200422,대구광역시 달성군 다사읍 서재로24길 29,/ 302동 101호 (다사읍/ 신성서 진흥더블파크),35.87210874,128.49975,36,입시.검정 및 보습,보통교과,,보습,
APL수학교습소,20191112,대구광역시 달성군 다사읍 서재로30길 17,/ 121동 103호 (다사읍/ 서재보성타운),35.87736096,128.4992477,32,입시.검정 및 보습,보통교과,수학(초),보습,
AppleStory영어교습소,20100823,대구광역시 수성구 동대구로 300,/ 401동 209호 (범어동/범어 롯데캐슬),35.85678307,128.6273428,6,입시.검정 및 보습,보통교과,초등,보습,
ArtCenterEnglish영어교습소,20130410,대구광역시 동구 화랑로 433,/ 3층 (방촌동),35.87640781,128.6715683,27,입시.검정 및 보습,보통교과,영어(초등),보습,영어(초등):160000/ 영어(중등):190000/ 영어(고등):245000
BMB미용예술학원,20080702,대구광역시 중구 동성로2길 23,  3층 (삼덕동1가),35.86703133,128.5962444,218,직업기술,산업응용기술,이·미용/,이·미용,
BM스터디수학교습소,20151216,대구광역시 수성구 교학로4길 7,/ 1층 일부 (만촌동),35.85411735,128.652126,32,입시.검정 및 보습,보통교과,초등,보습,초등:200000/ 초등:250000/ 중등:250000/ 중등:300000
BOB영어교습소,20130221,대구광역시 수성구 명덕로 439,/ 3층 (수성동3가),35.85439505,128.6181549,27,입시.검정 및 보습,보통교과,중등,보습,중등:300000/ 고등:200000/ 고등:150000
BONO어학원,20130117,대구광역시 수성구 국채보상로 955-2,/ 4층(본관)/ 국채보상로 955-4/ 1/2층(별관) (만촌동),35.86791807,128.635306,85,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
C5바리스타조주학원,20160419,대구광역시 중구 봉산문화2길 54,/ 3층일부 (봉산동),35.86436218,128.5975854,160,직업기술,산업응용기술,식음료품(바리스타/소믈리에)/,식음료품(바리스타/소믈리에),
CHAN`S수학교습소,20080618,대구광역시 수성구 청호로 370, 장원아파트 상가 108동 203 (범어동),35.84992591,128.6394678,9,입시.검정 및 보습,보통교과,고등(문제풀이반),보습,고등(문제풀이반):200000/ 고등(진도반):300000/ 고등(실전대비반):400000
CHOI`S수학교습소,20170425,대구광역시 동구 경안로 824,/ 근린생활시설동 204호 일부 (각산동/ 각산 푸르지오 1단지),35.87577174,128.7157051,15,입시.검정 및 보습,보통교과,,보습,
Choi`s영어교습소,20100108,대구광역시 수성구 달구벌대로456길 43, 영남타운상가 102동 202호 (수성동1가),35.85740207,128.6113197,6,입시.검정 및 보습,보통교과,,보습,중등:100000/ 중등:280000/ 고등:130000/ 고등:330000
CMA수학학원,20191125,대구광역시 달성군 다사읍 서재로7길 25,/ 601동 304호 (다사읍/ 에코폴리스 동화 아이위시 3차),35.8686598,128.489019,0,입시.검정 및 보습,보통교과,,보습,
CMS범어수학학원,20090923,대구광역시 수성구 청호로 405,  외 1필지 3층 (범어동),35.85350802,128.638209,32,입시.검정 및 보습,보통교과,보습/,보습,
CMS학원,20091116,대구광역시 수성구 청수로 194,/ 3층 일부 (지산동/ 동대구농협 황금지점),35.83875005,128.62926,144,입시.검정 및 보습,보통교과,보습/,보습,
CM독서실,20050729,대구광역시 동구 동호로 69,/ 401호/ 402호/ 403호 (동호동/ 동호월드타운),35.8661768,128.724468,588,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),
CM실용음악학원,20130131,대구광역시 수성구 달구벌대로625길 21,(시지동/시지대백아파트),35.84397103,128.6995881,15,예능(대),예능(중),,음악,
CM영어학원,20200714,대구광역시 달성군 다사읍 대실역남로2길 20-9,/ 3층 (다사읍),35.85182926,128.4682064,60,입시.검정 및 보습,보통교과,,보습,
CORE수학교습소,20160512,대구광역시 수성구 신매로4길 8-8,/ 1층 일부 (신매동),35.83207127,128.7080599,18,입시.검정 및 보습,보통교과,초등A,보습,초등A:150000/ 초등B:170000/ 중등A:220000/ 중등B:240000/ 고등A:300000/ 고등B:350000
D&J영수학원,20050530,대구광역시 달성군 다사읍 달구벌대로 790,/ 상가동 2층 (다사읍/ 강창1차삼산타운),35.86151275,128.4580139,48,입시.검정 및 보습,보통교과,보습/,보습,
DEARTIST디아티스트실용음악교습소,20191213,대구광역시 달성군 화원읍 비슬로 2582,/ 3층 (화원읍),35.80356006,128.4993285,60,예능(대),예능(중),,음악,음악초급:100000/ 음악중급:150000/ 음악고급:200000/ 음악초급1:60000/ 음악초급2:80000/ 음악초급3:100000/ 음악중급1:70000/ 음악중급2:90000/ 음악중급3:120000/ 음악고급1:80000/ 음악고급2:100000/ 음악고급3:150000/ 음악고급4:100000/ 음악고급5:150000/ 음악고급6:200000
DoDreamWithJ영어교습소,20120504,대구광역시 동구 반야월로 334,/ 5층 (신서동),35.87170052,128.7250049,8,입시.검정 및 보습,보통교과,초등,보습,
Dr.MS수학교습소,20170616,대구광역시 수성구 만촌로 120,/ 2층 일부 (만촌동),35.8692273,128.6417556,0,입시.검정 및 보습,보통교과,,보습,
DSi입시학원,20060707,대구광역시 수성구 화랑로8길 11-13,/ 3층 일부 (만촌동/ 성화빌딩),35.87055313,128.6338947,156,입시.검정 및 보습,보통교과,보습/,보습,
DUP어학원,20091215,대구광역시 수성구 청호로 301,황금동 2층,35.84434079,128.6386073,30,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
E&M이엔엠2호점입시학원,20151022,대구광역시 서구 국채보상로 277,/ 4층 (평리동),35.87185341,128.5611484,115,입시.검정 및 보습,보통교과,보습/,보습,
e(이)-독서실,20060925,대구광역시 수성구 달구벌대로 650길 15,신매동 3층,35.83684063,128.7105559,348,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),
E.MSchool영어교습소,20091028,대구광역시 수성구 청수로 213,/ 종합상가동 205호 (황금동/캐슬골드파크),35.84100248,128.6312384,15,입시.검정 및 보습,보통교과,초등,보습,초등:240000/ 중등:250000/ 고등:300000
E-Castle영어교습소,20130215,대구광역시 동구 율하동로24길 66-1,(서호동),35.86898987,128.7094952,27,입시.검정 및 보습,보통교과,영어(초등),보습,영어(초등):150000/ 영어(중등):180000/ 영어(고등):220000
ECC북대구학원,20080219,대구광역시 북구 팔거천동로 214,/ 2층 (동천동),35.94294929,128.5585171,40,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
ECM수학학원,20111215,대구광역시 수성구 달구벌대로 2672,/ 5층 (만촌동),35.85486516,128.6536794,42,입시.검정 및 보습,보통교과,보습/,보습,
EEL입시영어학원,20150318,대구광역시 동구 동촌로58길 79-1,/ 2층 (방촌동),35.87717314,128.6717623,90,입시.검정 및 보습,보통교과,보습/,보습,
EIE(이아이)봉덕어학원,20210407,대구광역시 남구 효성로 19,/ 2층 (봉덕동),35.83527267,128.600009,48,국제화,외국어,,실용외국어(유아/초·중·고),
EiE고려대학교국제어학원,20121204,대구광역시 달성군 화원읍 비슬로 2723,/ 6층 (화원읍),35.80982783,128.512689,120,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
EJ어학원,20170215,대구광역시 수성구 천을로31길 13-9,/ 2층/ 3층일부 (매호동),35.84482495,128.7075834,90,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
ELA어학원,20070514,대구광역시 중구 달구벌대로 2122-1,  1층 2층 (봉산동),35.86478414,128.5957061,135,국제화,외국어,,실용외국어(유아/초·중·고),
ELITE-GnB외국어학원,20080909,대구광역시 달성군 다사읍 달구벌대로 889,/ 5층(502호) (다사읍/ 대흥빌딩),35.85737597,128.4662759,40,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
EMS학원,20161130,대구광역시 수성구 상화로5길 20,/ 1층 (상동),35.83555023,128.6098279,160,입시.검정 및 보습,보통교과,보습/,보습,
EM수학교습소,20121011,대구광역시 수성구 달구벌대로 647길 20,/ 2층 일부 (신매동/선진빌딩),35.84060802,128.7113815,24,입시.검정 및 보습,보통교과,초,보습,초:180000/ 중:250000/ 고:350000
EM학원,20100331,대구광역시 동구 안심로22길 60, 동흥타워 5층 (율하동),35.86310515,128.6983701,45,입시.검정 및 보습,보통교과,보습/,보습,
ENGLISH ON범물지점영어교습소,20130412,대구광역시 수성구 지범로46길 43,/ 107동 105호 (범물동/보성송정아파트),35.81354242,128.6432667,56,입시.검정 및 보습,보통교과,초등,보습,
EnglishGarden영어교습소,20111121,대구광역시 수성구 범안로 40, 범물청아타운 208동 1층 5호 (범물동),35.81680282,128.6403835,24,입시.검정 및 보습,보통교과,초등,보습,초등:100000/ 초:128000/ 중:147000
EN보컬실용음악학원,20170609,대구광역시 수성구 달구벌대로 2257,/ 3층 (수성동4가),35.86112489,128.6099252,15,예능(대),예능(중),,음악,
ESA이쌤학원,20120530,대구광역시 동구 파계로6길 31,/ 2/3층 (지묘동),35.94012032,128.6398222,70,입시.검정 및 보습,보통교과,보습/,보습,
ESI영어교습소,20130412,대구광역시 수성구 노변공원로7길 6-6,/ 1층  (노변동),35.83717126,128.698528,12,입시.검정 및 보습,보통교과,,보습,
ESPT잉글리쉬ON영어교습소,20081204,대구광역시 수성구 용학로42길 13-9,  목련빌딩 3층 (지산동),35.82067096,128.6324244,27,입시.검정 및 보습,보통교과,,보습,초등:200000/ 중등:250000/ 고등:300000/ 중등:270000/ 고등:270000
ES영어전문학원,20080122,대구광역시 동구 동호로 83,/ 5층 (신서동),35.86658141,128.7259883,30,입시.검정 및 보습,보통교과,보습/,보습,
ETC영어교습소,20160817,대구광역시 동구 동호로9길 20,/ 상가 1층 일부 (신서동),35.86820809,128.7314252,50,입시.검정 및 보습,보통교과,초등,보습,초등:185000/ 중등:200000/ 고등:200000/ 초등:175000/ 초등:180000/ 초등:150000/ 초등:145000/ 초등:120000
ez-Ⅱ어학원,20101227,대구광역시 중구 동성로 3,  외2필지 1호 32-1번지 3층 4층일부 (동성로3가),35.86746322,128.5939653,165,국제화,국제,어학(성인)/,어학(성인),
e클래스수학교습소,20161110,대구광역시 동구 율하동로 28,/ 3층 (율하동),35.86211398,128.7016556,8,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:160000/ 중등수학:200000
e파워입시학원,19891221,대구광역시 서구 국채보상로60길 5,/ 502동 201/202/302 (평리동),35.8712729,128.5640926,270,입시.검정 및 보습,보통교과,보습/,보습,
e해법수학강림학원,20210318,대구광역시 달성군 옥포읍 돌미로 52,/ 202호 (옥포읍),35.77954817,128.4399652,105,입시.검정 및 보습,보통교과,보습/,보습,
e해법수학교습소,20170427,대구광역시 동구 율하동로23길 70,/ 1층 일부 (율하동),35.87055126,128.6944581,18,입시.검정 및 보습,보통교과,,보습,
e해법수학교습소,20150108,대구광역시 북구 서변로 65-1,/ 2층 (서변동),35.92164886,128.5964169,15,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:130000/ 중등수학:170000/ 고등수학:250000
e-해법수학교습소,20090305,대구광역시 수성구 고산로 160-8,  1층 (매호동),35.84447427,128.7072227,18,입시.검정 및 보습,보통교과,초등,보습,초등:160000/ 중등:220000
e해법수학셀파수학교실수학교습소,20130830,대구광역시 달성군 화원읍 비슬로 2545,/ 화원 이진캐스빌 110동 416호 (화원읍),35.80391488,128.4950299,21,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:140000/ 중등수학:180000/ 고등수학:230000
FINENGLISH외국어학원,20080912,대구광역시 동구 송라로 3,/ 4층 (신천동/ 한일빌딩),35.86828673,128.6184963,200,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
First수학교습소,20090813,대구광역시 수성구 천을로 34-7,  1층 (시지동),35.84467419,128.6947985,12,입시.검정 및 보습,보통교과,초등,보습,초등:140000/ 중등:170000/ 고등:250000
FM수학교습소,20090501,대구광역시 수성구 들안로32길 9 (),,35.84454794,128.6175029,49,입시.검정 및 보습,보통교과,초등,보습,초등:130000/ 초등:150000/ 중등:170000/ 중등:200000/ 중등:250000/ 고등:250000/ 고등:300000
FRESHKITCHEN학원,20131227,대구광역시 수성구 동대구로77길 32,/ 1층 (범어동),35.86483854,128.6247422,8,직업기술,산업응용기술,식음료품(바리스타/소믈리에)/,식음료품(바리스타/소믈리에),
Fun&Fun미술학원,20090904,대구광역시 수성구 천을로 70, 시지월드메르디앙 107-201 (시지동),35.84452805,128.698157,100,예능(대),예능(중),미술/,미술,
FUN(펀)미술학원,20081209,대구광역시 북구 서변로 88,/ 116동 202호 (서변동/동서리치모아),35.92351871,128.5973017,9,예능(대),예능(중),미술/,미술,
FUN(펀)음악학원,20040316,대구광역시 북구 서변로 88,116동 201호(서변동/ 동서리치모아아파트),35.92351871,128.5973017,27,예능(대),예능(중),음악/,음악,
FUNZ미술학원,20111020,대구광역시 동구 안심로22길 40-7, 동흥타워 301호 (율하동),35.8635184,128.6945342,120,예능(대),예능(중),미술/,미술,
G&S수학입시학원,20120919,대구광역시 수성구 달구벌대로 2502,/ 3층 (범어동),35.85849437,128.6363234,108,입시.검정 및 보습,보통교과,,보습,
G1230세천수학학원,20170707,대구광역시 달성군 다사읍 세천북로 20,(다사읍),35.87745968,128.4792692,70,입시.검정 및 보습,보통교과,보습/,보습,
G1230수학영어학원,20181030,대구광역시 달성군 다사읍 대실역남로1길 34,/ 4층 (다사읍),35.85211329,128.4680902,150,입시.검정 및 보습,보통교과,보습/,보습,
G2클래스학원,20100823,대구광역시 수성구 명덕로 402,  3층 (수성동2가),35.85426634,128.6139581,140,입시.검정 및 보습,보통교과,보습/,보습,
GEM영수학원,20180322,대구광역시 달성군 유가면 테크노중앙대로6길 15-15,/ 3층 (유가면),35.69820454,128.460628,60,입시.검정 및 보습,보통교과,,보습,
GGE영어전문학원,20190904,대구광역시 달성군 화원읍 명곡로 9,/ 가동 2층 204호일부/205호 (화원읍/ 명곡미래빌1단지 상가),35.79903874,128.4963835,45,입시.검정 및 보습,보통교과,,보습,
GGS영수학원,20171115,대구광역시 달성군 다사읍 세천남로 14,/ 4층(301호) (다사읍),35.87316434,128.4773077,70,입시.검정 및 보습,보통교과,보습/,보습,
G-math수학전문학원,20040202,대구광역시 동구 팔공로101길 53,지묘동 4층,35.94123748,128.6417041,440,입시.검정 및 보습,보통교과,,보습,
GMT제원수학교습소,20091106,대구광역시 달성군 화원읍 명천로 241,/ 203호 (화원읍/ 명곡미래빌5단지 생활편익시설),35.79830814,128.4924977,8,입시.검정 및 보습,보통교과,중등수학,보습,
GnB남산어학원,20121220,대구광역시 중구 남산로 83,/ 3층 (남산동/신남빌딩),35.86412002,128.5821425,55,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
GnB메트로어학원,20081229,대구광역시 수성구 화랑로 56,  5층 (만촌동),35.8706683,128.633728,36,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
GnB어학원리더스수학학원,20031127,대구광역시 수성구 용학로 293,  2층 (지산동),35.82187037,128.6402091,336,종합(대),,보습/실용외국어(유아/초·중·고)/,,
